-0.002396,-0.003387,-1.002274
0.016479,-0.000565,-0.997009
0.006500,0.004272,-1.000092
0.010193,-0.003693,-0.996307
0.009216,0.001419,-0.996948
0.011551,-0.004288,-0.994827
0.008881,0.002258,-0.996002
0.009064,-0.000977,-0.995544
0.014053,-0.003906,-0.991653
0.004837,0.001022,-0.991913
0.013565,-0.001419,-0.991135
0.006683,0.001373,-0.991455
0.011520,0.012451,-0.992020
0.010773,0.001801,-0.993301
0.009079,0.002563,-0.990845
0.007919,0.001938,-0.991776
0.013824,-0.000961,-0.988708
0.007294,0.000412,-0.988861
0.014282,-0.002106,-0.988632
0.008759,0.001404,-0.987228
0.013000,-0.000290,-0.989731
0.008545,0.004013,-0.988556
0.014481,0.017715,-0.989319
0.001556,-0.006683,-0.990707
0.017944,-0.003708,-0.987305
0.001190,0.006241,-1.057312
0.010666,-0.004105,-0.989273
-0.020752,-0.101227,-1.060028
0.013641,0.010406,-0.980621
0.010742,-0.002197,-0.988403
0.007675,0.000992,-0.988663
0.011078,0.002747,-0.982391
0.009995,-0.003326,-0.988831
0.008530,-0.000198,-0.988724
0.011520,0.008865,-0.983704
0.009293,-0.001541,-0.988571
0.009430,0.004761,-0.988586
0.011307,-0.002411,-0.990204
0.007080,0.003540,-0.988159
0.047028,0.015823,-1.001389
0.007660,0.000626,-0.988556
0.004669,-0.041138,-0.942978
0.009430,0.001373,-0.988846
0.009689,0.000183,-0.994156
0.009872,0.001419,-0.985077
0.007904,0.001465,-0.989777
0.010742,-0.001251,-0.987183
0.007767,0.001328,-0.986984
0.011063,0.000229,-0.987442
0.008804,0.000443,-0.986801
0.009338,0.002823,-0.985504
0.010696,-0.000671,-0.986755
0.010010,0.000473,-0.990540
0.011734,0.001083,-0.994370
0.004868,0.006149,-1.028580
0.010544,-0.001221,-0.995331
0.010208,0.000458,-0.988144
0.017609,0.011353,-0.958420
0.013763,0.002060,-0.985687
0.006546,0.002762,-0.987030
0.013046,-0.002014,-0.987198
0.010773,0.001450,-0.988861
0.012329,0.001083,-0.982010
0.009796,0.001724,-0.990616
0.010696,-0.001053,-0.986404
0.006622,0.009094,-0.992645
0.015869,-0.006851,-0.986221
0.005875,0.006348,-0.940170
0.015091,0.000412,-0.988434
0.003769,-0.000671,-0.990036
0.017670,0.000031,-1.004257
0.004532,0.000870,-0.993301
0.010208,0.001862,-0.993332
0.011963,0.001923,-0.980316
0.006226,0.001678,-0.989731
0.014450,-0.001740,-0.989273
0.007858,-0.000458,-0.988434
0.011520,-0.003555,-0.995163
0.009857,0.004211,-0.989838
0.005554,-0.007812,-0.988739
0.017532,-0.001038,-0.985535
0.002045,0.003326,-0.992203
0.012131,-0.003693,-0.990479
0.009659,0.002853,-0.990906
0.005859,-0.000793,-0.990158
0.013641,0.005753,-0.986481
-0.008667,0.008011,-0.989044
0.018799,-0.006592,-0.980682
0.009491,-0.020493,-0.983414
0.007370,0.023727,-0.989868
0.007507,-0.019531,-0.972260
0.013168,0.006577,-0.991684
0.006973,0.002686,-0.987595
0.010468,-0.008179,-0.990051
0.007690,0.005356,-0.988846
0.009125,-0.007874,-0.986862
0.006653,-0.001022,-1.003571
0.011658,0.001221,-0.985336
0.006180,-0.003967,-0.994537
0.010773,0.000916,-0.986542
0.004135,0.001694,-0.988068
0.014877,-0.005432,-0.975250
0.008926,0.002655,-1.007446
0.011841,0.002670,-0.983032
0.045975,0.004715,-0.981644
0.006714,0.004333,-0.993362
0.016144,-0.006531,-0.993530
0.004456,-0.004700,-0.992813
0.012817,0.001236,-0.988068
0.005157,-0.003296,-1.002075
0.014511,0.000000,-0.994446
0.003830,-0.000839,-0.989059
0.015305,0.000732,-1.001450
0.003510,0.002380,-0.983963
0.013962,-0.001709,-0.992950
0.007523,-0.002426,-0.9935